10,167

20,527

30,1087

40,1847

50,2807

60,3967

70,5327

80,6887

90,8647

100,10607

110,12767

120,15127

130,17687

140,20447

150,23407

160,26567

170,29927

180,33487

190,37247

200,41207

210,45367

220,49727

230,54287

240,59047

250,64007

260,69167

270,74527

280,80087

290,85847

300,91807

310,97967

320,104327

330,110887

340,117647

350,124607

360,131767

370,139127

380,146687

390,154447

400,162407

410,170567

420,178927

430,187487

440,196247

450,205207

460,214367

470,223727

480,233287

490,243047

500,253007

510,263167

520,273527

530,284087

540,294847

550,305807

560,316967

570,328327

580,339887

590,351647

600,363607

610,375767

620,388127

630,400687

640,413447

650,426407

660,439567

670,452927

680,466487

690,480247

700,494207

710,508367

720,522727

730,537287

740,552047

750,567007

760,582167

770,597527

780,613087

790,628847

800,644807

810,660967

820,677327

830,693887

840,710647

850,727607

860,744767

870,762127

880,779687

890,797447

900,815407

910,833567

920,851927

930,870487

940,889247

950,908207

960,927367

970,946727

980,966287

990,986047

1000,1006007

